brand,model,battery,year,height,width,weight,sim,numofsim,simtype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,maxextmemory,RAM,cam1MP,cam1video,cam2MP,cam2video,ir,radio,usb,nfc,fingerprint,price,basemark,loudspeaker,audioquality,endurance
Samsung,Galaxy Watch Active,230,2019,39.5,39.5,25,No,no data,no data,1.1,360 x 360,Tizen-based wearable OS 4.0,Exynos 9110,Dual-core 1.15 GHz,no data,No,no data,4,no data,no data,no data,no data,no data,,No,Yes,No,250,no data,no data,no data,no data
Samsung,Galaxy A2 Core,2600,2019,no data,no data,no data,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5,540 x 960,Android 8.0 Oreo (Go edition),Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 512 GB (dedicated slot)",no data,Aug\16,5,1080,5,no data,no data,,"microUSB 2.0, USB On-The-Go",No,No,70,no data,no data,no data,no data
Samsung,Galaxy M30,5000,2019,159,75.1,174,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.4,1080 x 2340,Android 8.1 (Oreo),Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 512 GB (dedicated slot)",no data,128,13,2160,16,1080,no data,no data,"2.0, Type-C 1.0 reversible connector",No,Yes,250,no data,no data,no data,no data
Samsung,Galaxy M20,5000,2019,156.4,74.5,186,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.3,1080 x 2340,Android 8.1 (Oreo); Experience 9.5,Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 512 GB (dedicated slot)",no data,64,13,1080,8,1080,no data,,"2.0, Type-C 1.0 reversible connector",No,Yes,220,8434,67,-90.5,103
Samsung,Galaxy M10,3400,2019,155.6,75.6,163,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.22,720 x 1520,Android 8.1 (Oreo); Experience 9.5,Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 512 GB (dedicated slot)",no data,32,13,1080,5,1080,no data,,microUSB 2.0,No,No,100,5583,66,-90.7,89
Samsung,Galaxy A80,3700,2019,165.2,76.5,no data,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.7,1080 x 2400,Android 9.0 (Pie); One UI,Qualcomm SDM730 Snapdragon 730 (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.7 GHz Kryo 470 Silver),Adreno 618,No,no data,128,48,2160,no data,2160,no data,,"2.0, Type-C 1.0 reversible connector",No,Yes,650,no data,no data,no data,no data
Samsung,Galaxy A70,4500,2019,164.3,76.7,183,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.7,1080 x 2400,Android 9.0 (Pie); One UI,Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,"microSD, up to 512 GB (dedicated slot)",no data,128,32,2160,32,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,420,no data,no data,no data,no data
Samsung,Galaxy A60,3500,2019,155.2,73.9,162,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.3,1080 x 2340,Android 9.0 (Pie); One UI,Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,"microSD, up to 512 GB (dedicated slot)",no data,128,32,2160,16,1080,no data,no data,"2.0, Type-C 1.0 reversible connector",No,Yes,270,no data,no data,no data,no data
Samsung,Galaxy A50,4000,2019,158.5,74.7,166,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.4,1080 x 2340,Android 9.0 (Pie),Exynos 9610 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,"microSD, up to 512 GB (dedicated slot)",no data,128,25,1080,25,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,350,19106,68,-93.4,98
Samsung,Galaxy A40,3100,2019,144.4,69.2,140,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.9,1080 x 2340,Android 9.0 (Pie),Exynos 7885 (14 nm),Octa-core (2x1.77 GHz Cortex-A73 & 6x1.59 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 512 GB (dedicated slot)",no data,64,16,1080,25,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,250,12098,66,-91,73
Samsung,Galaxy A30,4000,2019,158.5,74.7,165,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.4,1080 x 2340,Android 9.0 (Pie),Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 512 GB (dedicated slot)",no data,64,16,1080,16,1080,no data,,"2.0, Type-C 1.0 reversible connector",No,Yes,250,no data,no data,no data,no data
Samsung,Galaxy A20e,3000,2019,147.2,69.5,no data,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.8,720 x 1560,Android 9.0 (Pie); One UI,Exynos 7884,Octa-core (2x1.6 GHz & 6x1.35 GHz),no data,"microSD, up to 512 GB (dedicated slot)",no data,32,13,1080,8,no data,no data,,microUSB 2.0,No,Yes,no data,no data,no data,no data,no data
Samsung,Galaxy A20,4000,2019,158.4,74.7,169,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.4,720 x 1560,Android 9.0 (Pie); One UI,Exynos 7884,Octa-core (2x1.6 GHz & 6x1.35 GHz),no data,"microSD, up to 512 GB (dedicated slot)",no data,32,13,1080,8,no data,no data,,"2.0, Type-C 1.0 reversible connector, USB On-The-Go",Yes,Yes,200,no data,no data,no data,no data
Samsung,Galaxy A10,3400,2019,155.6,75.6,168,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.2,720 x 1520,Android 9.0 (Pie),Exynos 7884,Octa-core (2x1.6 GHz & 6x1.35 GHz),Mali-G71 MP2,"microSD, up to 512 GB (dedicated slot)",no data,32,13,1080,5,no data,no data,,microUSB 2.0,No,No,120,no data,no data,no data,no data
Samsung,Galaxy Tab S5e,7040,2019,245,160,400,Nano-SIM,no data,no data,10.5,1600 x 2560,Android 9.0 (Pie); One UI,Qualcomm SDM670 Snapdragon 670 (10 nm),Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 615,"microSD, up to 512 GB (dedicated slot)",no data,128,13,2160,8,1080,no data,,"3.1, Type-C 1.0 reversible connector; magnetic connector",No,Yes,420,no data,no data,no data,no data
Samsung,Galaxy Tab A 10.1 (2019),6150,2019,245,149,460,Nano-SIM,no data,no data,10.1,1200 x 1920,Android 9.0 (Pie); One UI,Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 512 GB (dedicated slot)",no data,32,8,1080,5,1080,no data,,"2.0, Type-C 1.0 reversible connector",No,No,220,no data,no data,no data,no data
Samsung,Galaxy Tab A 8 (2019),4200,2019,201.5,122.4,325,Nano-SIM,no data,no data,8,1200 x 1920,Android 9.0 (Pie); One UI,Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 512 GB (dedicated slot)",no data,32,8,1080,5,1080,no data,,"2.0, Type-C 1.0 reversible connector",No,No,no data,no data,no data,no data,no data
Samsung,Galaxy Tab Advanced2,7300,2018,250.4,166.2,525,No,no data,no data,10.1,1200 x 1920,Android 8.0 (Oreo),Exynos 7870 Octa (14 nm),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T830 MP2,"microSD, up to 400 GB (dedicated slot)",no data,32,8,1080,2,1080,no data,,Yes,No,No,200,no data,no data,no data,no data
Samsung,Galaxy Tab A 8.0 (2018),5000,2018,206.6,126.7,358,Nano-SIM,no data,no data,8,800 x 1280,Android 8.1 (Oreo),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 400 GB (dedicated slot)",no data,32,5,1080,2,no data,no data,,microUSB 2.0,No,No,200,no data,no data,no data,no data
Samsung,Galaxy Tab S4 10.5,7300,2018,249.3,164.3,no data,Nano-SIM,no data,no data,10.5,1600 x 2560,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,"microSD, up to 512 GB (dedicated slot)",no data,64/256,13,2160,8,1080,no data,,"3.1, Type-C 1.0 reversible connector; magnetic connector",No,No,580,no data,no data,no data,no data
Samsung,Galaxy Tab A 10.5,7300,2018,260,161.1,no data,Nano-SIM,no data,no data,10.5,1200 x 1920,Android 8.1 (Oreo),Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,"microSD, up to 512 GB (dedicated slot)",no data,32,8,1080,5,1080,no data,,"2.0, Type-C 1.0 reversible connector",No,No,280,no data,no data,no data,no data
Samsung,Galaxy A8s,3400,2018,158.4,74.9,173,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.4,1080 x 2340,Android 9.0 (Pie),Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,"microSD, up to 512 GB",no data,128,24,1080,24,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,no data,no data,no data,no data,no data
Samsung,Galaxy A6s,3300,2018,156.1,76.4,no data,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,1080 x 2160,Android 8.0 (Oreo),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"microSD, up to 512 GB (uses shared SIM slot)",no data,64/128,12,2160,12,no data,no data,no data,"2.0, Type-C 1.0 reversible connector",No,Yes,270,no data,no data,no data,no data
Samsung,Galaxy A9 (2018),3800,2018,162.5,77,183,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.3,1080 x 2220,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"microSD, up to 512 GB (dedicated slot)",no data,64/128,24,2160,24,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,360,20322,69,-90.6,88
Samsung,Galaxy A7 (2018),3300,2018,159.8,76.8,168,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,1080 x 2220,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71,"microSD, up to 512 GB (dedicated slot)",no data,128,24,1080,24,1080,no data,,microUSB 2.0,Yes,Yes,280,15200,69,-93.1,93
Samsung,Galaxy Note9,4000,2018,161.9,76.4,201,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.4,1440 x 2960,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","Exynos 9810 (10 nm) - EMEA<br>Qualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA<br>Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","Mali-G72 MP18 - EMEA<br>Adreno 630 - USA/LATAM, China","microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",no data,512,12,2160,8,1440,no data,,"3.1, Type-C 1.0 reversible connector",Yes,Yes,750,41994,71,-93.7,97
Samsung,Galaxy Watch,no data,2018,49,46,63,Electronic SIM card (eSIM),no data,no data,1.3,360 x 360,Tizen-based wearable OS 4.0,Exynos 9110,Dual-core 1.15 GHz,no data,No,no data,4,no data,no data,no data,no data,no data,,No,Yes,No,290,no data,no data,no data,no data
Samsung,Galaxy J6+,3300,2018,161.4,76.9,178,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,720 x 1480,Android 8.1 (Oreo),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 512 GB (dedicated slot)",no data,64,13,1080,8,1080,no data,,"microUSB 2.0, USB On-The-Go",Yes,Yes,240,no data,no data,no data,no data
Samsung,Galaxy J4 Core,3300,2018,160.6,76.1,177,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,720 x 1480,Android 8.1 Oreo (Go edition),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 512 GB (dedicated slot)",no data,16,8,1080,5,no data,no data,,"microUSB 2.0, USB On-The-Go",No,No,150,no data,no data,no data,no data
Samsung,Galaxy J4+,3300,2018,161.4,76.9,178,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,720 x 1480,Android 8.1 (Oreo),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 512 GB (dedicated slot)",no data,32,13,1080,5,no data,no data,,"microUSB 2.0, USB On-The-Go",Yes,Yes,190,no data,no data,no data,no data
Samsung,Galaxy J2 Core,2600,2018,143.4,72.1,154,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5,540 x 960,Android 8.1 Oreo (Go edition),Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720,"microSD, up to 256 GB (dedicated slot)",no data,8,8,1080,5,no data,no data,,"microUSB 2.0, USB On-The-Go",No,No,100,no data,no data,no data,no data
Samsung,Galaxy On6,3000,2018,149.3,70.2,154,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.6,720 x 1480,Android 8.0 (Oreo),Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 256 GB (dedicated slot)",no data,64,13,1080,8,no data,no data,,microUSB 2.0,No,Yes,150,no data,no data,no data,no data
Samsung,Galaxy J7 (2018),3300,2018,153.2,76.2,181,Nano-SIM,no data,no data,5.5,720 x 1280,Android 8.0 (Oreo),no data,Octa-core 1.6 GHz,no data,"microSD, up to 400 GB",no data,16/32,8,1080,5,no data,no data,,"microUSB 2.0, USB On-The-Go",Yes,No,200,no data,no data,no data,no data
Samsung,Galaxy J3 (2018),2600,2018,142.7,70.1,152,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5,720 x 1280,Android 8.0 (Oreo),Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720,"microSD, up to 256 GB",no data,16,8,1080,5,no data,no data,,microUSB 2.0,No,No,150,no data,no data,no data,no data
Samsung,Galaxy A8 Star (A9 Star),3700,2018,162.4,77,191,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.3,1080 x 2220,Android 8 (Oreo),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"microSD, up to 512 GB (uses shared SIM slot)",no data,64,24,2160,24,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,350,no data,no data,no data,no data
Samsung,Galaxy S Light Luxury,3000,2018,148.9,68.1,150,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.8,1080 x 2220,Android 8.0 (Oreo),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"microSD, up to 512 GB (uses shared SIM slot)",no data,64,16,2160,8,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,400,no data,no data,no data,no data
Samsung,Galaxy J8,3500,2018,159.2,75.7,177,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,720 x 1480,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.6 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (dedicated slot)",no data,64,16,1080,16,1080,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,250,no data,no data,no data,no data
Samsung,Galaxy J6,3000,2018,149.3,70.2,154,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.6,720 x 1480,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 256 GB (dedicated slot)",no data,64,13,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,180,no data,no data,no data,no data
Samsung,Galaxy J4,3000,2018,151.7,77.2,175,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,Android 8.0 (Oreo),Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720 MP2,"microSD, up to 256 GB (dedicated slot)",no data,16,13,1080,5,no data,no data,,microUSB 2.0,No,No,140,no data,no data,no data,no data
Samsung,Galaxy A6+ (2018),3500,2018,160.2,75.7,186,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,1080 x 2220,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); One UI",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (dedicated slot)",no data,64,16,1080,24,1080,no data,,microUSB 2.0,Yes,Yes,280,9835,76,-89.7,106
Samsung,Galaxy A6 (2018),3000,2018,149.9,70.8,159,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.6,720 x 1480,Android 8.0 (Oreo),Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 256 GB (dedicated slot)",no data,64,16,1080,16,no data,no data,,microUSB 2.0,Yes,Yes,200,5639,76,-92.8,83
Samsung,Galaxy J7 Duo,3000,2018,153.5,77.2,174,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,Android 8.0 (Oreo),Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,8,no data,no data,,Yes,No,Yes,240,no data,no data,no data,no data
Samsung,Galaxy J7 Prime 2,3300,2018,151.7,75,170,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,13,1080,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,170,no data,no data,no data,no data
Samsung,Galaxy S9+,3500,2018,158.1,73.8,189,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.2,1440 x 2960,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","Exynos 9810 (10 nm) - EMEA<br>Qualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA<br>Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","Mali-G72 MP18 - EMEA<br>Adreno 630 - USA/LATAM, China","microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",no data,64/128/256,12,2160,8,1440,no data,,"3.1, Type-C 1.0 reversible connector",Yes,Yes,620,42134,68,-92.6,86
Samsung,Galaxy S9,3000,2018,147.7,68.7,163,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.8,1440 x 2960,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","Exynos 9810 (10 nm) - EMEA<br>Qualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA<br>Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","Mali-G72 MP18 - EMEA<br>Adreno 630 - USA/LATAM, China","microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",no data,64/128/256,12,2160,8,1440,no data,,"3.1, Type-C 1.0 reversible connector",Yes,Yes,490,42645,68,-93.4,78
Samsung,Galaxy J2 Pro (2018),2600,2018,143.8,72.3,153,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5,540 x 960,"Android 7.1 (Nougat), planned upgrade to Android 8.0 (Oreo)",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 256 GB (dedicated slot)",no data,16,8,1080,5,no data,no data,,"microUSB 2.0, USB On-The-Go",No,No,120,no data,no data,no data,no data
Samsung,Galaxy A8+ (2018),3500,2017,159.9,75.7,191,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,1080 x 2220,"Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)",Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71,"microSD, up to 256 GB (dedicated slot)",no data,64,16,1080,16,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,400,no data,no data,no data,no data
Samsung,Galaxy A8 (2018),3000,2017,149.2,70.6,172,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.6,1080 x 2220,"Android 7.1.1 (Nougat), upgradable to Android 8.0 (Oreo)",Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71,"microSD, up to 256 GB (dedicated slot)",no data,32/64,16,1080,16,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,270,15299,69,-92.1,92
Samsung,Galaxy J2 (2017),2000,2017,136.5,69,130,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,4.7,540 x 960,Android 7.0 (Nougat),Exynos 3475 Quad (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-T720,"microSD, up to 256 GB (dedicated slot)",no data,8,5,720,2,no data,no data,,"microUSB 2.0, USB On-The-Go",Yes,No,120,no data,no data,no data,no data
Samsung,Galaxy Tab Active 2,4450,2017,127.6,214.7,415,Nano-SIM,no data,no data,8,800 x 1280,Android 7.1.1 (Nougat),Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,no data,"microSD, up to 256 GB (dedicated slot)",no data,16,8,1080,5,no data,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,390,no data,no data,no data,no data
Samsung,Galaxy Tab A 8.0 (2017),5000,2017,212.1,124.1,364,Nano-SIM,no data,no data,8,800 x 1280,"Android 7.1 (Nougat), upgradable to Android 8.1 (Oreo)",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 256 GB (dedicated slot)",no data,16,8,1080,5,no data,no data,,microUSB 2.0,No,No,200,no data,no data,no data,no data
Samsung,Galaxy C7 (2017),3000,2017,152.4,74.7,180,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,Android 7.1 (Nougat),no data,Octa-core (4x2.4 GHz & 4x1.7 GHz),no data,"microSD, up to 256 GB (uses shared SIM slot)",no data,32,13,1080,16,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,280,no data,no data,no data,no data
Samsung,Gear Sport,300,2017,44.6,42.9,no data,No,no data,no data,1.2,360 x 360,Tizen-based wearable platform 4.0,Exynos 3250 Dual,Dual-core 1.0 GHz Cortex-A7,Mali-400MP2,No,no data,4,no data,no data,no data,no data,no data,,No,Yes,No,200,no data,no data,no data,no data
Samsung,Galaxy Note8,3300,2017,162.5,74.8,195,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.3,1440 x 2960,"Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)",Exynos 8895 (10 nm) - EMEA<br>Qualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEA<br>Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,Mali-G71 MP20 - EMEA<br>Adreno 540 - USA & China,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",no data,64/128/256,12,2160,8,1440,no data,,"3.1, Type-C 1.0 reversible connector",Yes,Yes,550,40890,67,-92.5,89
Samsung,Galaxy S8 Active,4000,2017,151.9,74.9,208.1,Nano-SIM,no data,no data,5.8,1440 x 2960,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,"microSD, up to 512 GB (dedicated slot)",no data,64,12,2160,8,1440,no data,,Type-C 1.0 reversible connector,Yes,Yes,850,37903,70,no data,111
Samsung,Galaxy J7 V,3300,2017,151.4,76.2,167.3,Nano-SIM,no data,no data,5.5,720 x 1280,Android 7.0.1 (Nougat),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (dedicated slot)",no data,16,8,1080,5,no data,no data,,microUSB 2.0,No,No,240,no data,no data,no data,no data
Samsung,Galaxy Note FE,3200,2017,153.5,73.9,167,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.7,1440 x 2560,"Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); One UI",Exynos 8890 Octa (14 nm),Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),Mali-T880 MP12,"microSD, up to 256 GB (uses shared SIM slot)",no data,64,12,2160,5,no data,no data,,"3.1, Type-C 1.0 reversible connector",Yes,Yes,600,no data,no data,no data,no data
Samsung,Galaxy J7 Max,3300,2017,156.7,78.8,179,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.7,1080 x 1920,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P20 (16 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),Mali-T880MP2,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,13,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,170,no data,no data,no data,no data
